Date,Market,Commodity,Forecast,Lower_CI,Upper_CI,Model
2025-07-02,Umared,Wheat,2531.01318359375,2520.919708251953,2548.729621233259,XGBoost
2025-07-03,Umared,Wheat,2527.408447265625,2510.888049316406,2542.5243286132813,XGBoost
2025-07-04,Umared,Wheat,2515.80810546875,2495.201274762835,2534.0602294921873,XGBoost
2025-07-05,Umared,Wheat,2518.875244140625,2503.4499694824217,2540.416748046875,XGBoost
2025-07-06,Umared,Wheat,2521.7197265625,2504.505623081752,2539.4107360839844,XGBoost
2025-07-07,Umared,Wheat,2523.004150390625,2508.878790283203,2544.360272216797,XGBoost
2025-07-08,Umared,Wheat,2523.004150390625,2509.3851318359375,2536.802490234375,XGBoost
2025-07-09,Umared,Wheat,2521.7197265625,2505.804407610212,2539.163958740234,XGBoost
2025-07-10,Umared,Wheat,2530.03564453125,2516.5216552734373,2548.0299438476563,XGBoost
2025-07-11,Umared,Wheat,2536.969482421875,2520.4087890625,2553.2131408691407,XGBoost
2025-07-12,Umared,Wheat,2537.043212890625,2519.4992431640626,2549.6339338030134,XGBoost
2025-07-13,Umared,Wheat,2536.85107421875,2520.871014404297,2554.27490234375,XGBoost
2025-07-14,Umared,Wheat,2538.9970703125,2528.396563720703,2549.9099469866073,XGBoost
2025-07-15,Umared,Wheat,2538.776123046875,2526.255267333984,2555.1287170410155,XGBoost
2025-07-16,Umared,Wheat,2538.776123046875,2529.301499720982,2560.208251953125,XGBoost
2025-07-17,Umared,Wheat,2534.052734375,2520.8520568847657,2549.0562517438616,XGBoost
2025-07-18,Umared,Wheat,2531.0634765625,2516.4560485839843,2548.5112426757814,XGBoost
2025-07-19,Umared,Wheat,2533.277587890625,2524.5207153320316,2560.4440368652345,XGBoost
2025-07-20,Umared,Wheat,2531.082275390625,2518.057373046875,2543.4317138671877,XGBoost
2025-07-21,Umared,Wheat,2531.255615234375,2517.8194091796877,2547.5456787109374,XGBoost
2025-07-22,Umared,Wheat,2530.956298828125,2514.802734375,2550.8160705566406,XGBoost
2025-07-23,Umared,Wheat,2533.981689453125,2520.319403076172,2556.0743774414063,XGBoost
2025-07-24,Umared,Wheat,2534.790771484375,2521.5952209472657,2553.110565185547,XGBoost
2025-07-25,Umared,Wheat,2532.11328125,2520.5223388671875,2549.25497000558,XGBoost
2025-07-26,Umared,Wheat,2534.13525390625,2521.945147705078,2551.2290954589844,XGBoost
2025-07-27,Umared,Wheat,2534.086669921875,2516.3987278529576,2546.975027901786,XGBoost
2025-07-28,Umared,Wheat,2534.086669921875,2517.0781154087613,2549.308709716797,XGBoost
2025-07-02,Pune(Manjri),Onion,1018.9166666666667,852.1216666666669,1257.4136378205126,RandomForest
2025-07-03,Pune(Manjri),Onion,998.0416666666667,765.9498809523809,1314.70703525641,RandomForest
2025-07-04,Pune(Manjri),Onion,951.5416666666667,718.5250946969699,1116.8735119047622,RandomForest
2025-07-05,Pune(Manjri),Onion,950.1704545454544,692.3854270729271,1143.584189664502,RandomForest
2025-07-06,Pune(Manjri),Onion,948.0189393939394,746.9493308774563,1282.3978084415585,RandomForest
2025-07-07,Pune(Manjri),Onion,945.2803030303033,825.5303030303033,1215.6282196969703,RandomForest
2025-07-08,Pune(Manjri),Onion,938.1477272727269,673.7228165584414,1120.732736013986,RandomForest
2025-07-09,Pune(Manjri),Onion,940.9621212121212,654.5736115967369,1119.9439664502165,RandomForest
2025-07-10,Pune(Manjri),Onion,932.6401515151515,699.584586038961,1130.5705086580085,RandomForest
2025-07-11,Pune(Manjri),Onion,930.901515151515,625.7681818181816,1135.0099972943729,RandomForest
2025-07-12,Pune(Manjri),Onion,936.2689393939394,779.1488798701296,1189.9201596320347,RandomForest
2025-07-13,Pune(Manjri),Onion,936.8068181818181,753.5450736763236,1218.7451423576429,RandomForest
2025-07-14,Pune(Manjri),Onion,930.1136363636365,760.9841262903763,1157.4215530303031,RandomForest
2025-07-15,Pune(Manjri),Onion,932.6931818181819,682.2878292540792,1129.658360389611,RandomForest
2025-07-16,Pune(Manjri),Onion,934.3371212121211,740.5728354978353,1102.3134604978359,RandomForest
2025-07-17,Pune(Manjri),Onion,933.8219696969699,720.7582792207794,1165.6563446969708,RandomForest
2025-07-18,Pune(Manjri),Onion,933.3219696969699,738.3553030303032,1108.8057196969696,RandomForest
2025-07-19,Pune(Manjri),Onion,933.8106060606061,705.6488510101011,1090.4116774891772,RandomForest
2025-07-20,Pune(Manjri),Onion,931.3219696969699,683.7017613636364,1169.0790438727952,RandomForest
2025-07-21,Pune(Manjri),Onion,948.8484848484846,691.0634573759573,1141.9258658008657,RandomForest
2025-07-22,Pune(Manjri),Onion,935.6136363636366,720.9652160339658,1218.8831555944064,RandomForest
2025-07-23,Pune(Manjri),Onion,939.2878787878789,724.8414845571092,1128.0193188061949,RandomForest
2025-07-24,Pune(Manjri),Onion,940.2045454545455,731.1400353812855,1225.185738220113,RandomForest
2025-07-25,Pune(Manjri),Onion,939.0378787878788,686.5383252164502,1087.544128787879,RandomForest
2025-07-26,Pune(Manjri),Onion,935.3901515151514,682.1793181818181,1143.6616991341996,RandomForest
2025-07-27,Pune(Manjri),Onion,937.5984848484848,753.129318181818,1222.5449134199132,RandomForest
2025-07-28,Pune(Manjri),Onion,935.8068181818182,721.0817952880449,1132.9594967532473,RandomForest
2025-07-29,Pune(Manjri),Onion,937.0984848484848,631.7367060023311,1211.767859848485,RandomForest
2025-07-30,Pune(Manjri),Onion,939.2234848484848,791.1897348484848,1208.8609848484846,RandomForest
2025-07-31,Pune(Manjri),Onion,937.7803030303029,652.0869696969698,1104.7065530303028,RandomForest
2025-07-02,Ramtek,Tomato,3431.025314503676,813.2416680377174,5995.431042637344,Prophet
2025-07-03,Ramtek,Tomato,3479.7200891398193,985.3791785255754,5874.009941382632,Prophet
2025-07-04,Ramtek,Tomato,3539.642471893986,954.2088330031553,6095.402203661281,Prophet
2025-07-05,Ramtek,Tomato,3596.6702609749836,1056.3020716981587,6149.011559250851,Prophet
2025-07-06,Ramtek,Tomato,3684.992573883308,1167.5254415600443,6258.475458337452,Prophet
2025-07-07,Ramtek,Tomato,3760.651784861304,1258.5539402267852,6306.666782093321,Prophet
2025-07-08,Ramtek,Tomato,3828.637413612728,1160.6355084252216,6480.430764566884,Prophet
2025-07-09,Ramtek,Tomato,3894.132909471321,1603.354585627485,6385.602672506497,Prophet
2025-07-10,Ramtek,Tomato,3918.4995412972467,1359.5119900764118,6583.325747692804,Prophet
2025-07-11,Ramtek,Tomato,3951.936658364548,1540.0685604628773,6644.300773318845,Prophet
2025-07-12,Ramtek,Tomato,3980.3703866831775,1386.3476447190035,6363.404576847477,Prophet
2025-07-13,Ramtek,Tomato,4038.0388183154964,1614.2502224228026,6903.841488042728,Prophet
2025-07-14,Ramtek,Tomato,4081.0353570618345,1362.1402629638208,6929.481922048195,Prophet
2025-07-15,Ramtek,Tomato,4114.404623768673,1514.37513535292,6749.462926775884,Prophet
2025-07-16,Ramtek,Tomato,4143.391786199097,1662.0948916082077,6695.557481095665,Prophet
2025-07-17,Ramtek,Tomato,4129.4294183501615,1489.2684524952583,6700.666570859269,Prophet
2025-07-18,Ramtek,Tomato,4122.8010263605265,1679.1014743731525,6844.014310252153,Prophet
2025-07-19,Ramtek,Tomato,4109.533158918828,1529.9358954885686,6559.064878896668,Prophet
2025-07-20,Ramtek,Tomato,4123.983999811648,1444.872590482234,6683.779298898158,Prophet
2025-07-21,Ramtek,Tomato,4122.389938327022,1653.1749681680033,6765.77490145065,Prophet
2025-07-22,Ramtek,Tomato,4109.96435136477,1481.2049017333457,6680.340354196587,Prophet
2025-07-23,Ramtek,Tomato,4092.1492972755714,1641.7183099336528,6642.576888223688,Prophet
2025-07-24,Ramtek,Tomato,4030.60407208021,1468.393646415458,6637.7984978127615,Prophet
2025-07-25,Ramtek,Tomato,3975.86962763189,1402.0944560468977,6356.39267159173,Prophet
2025-07-26,Ramtek,Tomato,3914.2606542708113,1233.091161861177,6545.081715167283,Prophet
2025-07-27,Ramtek,Tomato,3880.453137376826,1093.197598808277,6495.113589248214,Prophet
2025-07-28,Ramtek,Tomato,3831.0288265654012,1246.0148928843792,6309.148317629101,Prophet
2025-07-29,Ramtek,Tomato,3771.5708288431006,1146.0515040455905,6496.171260276163,Prophet
2025-07-30,Ramtek,Tomato,3707.9110397244676,1075.5149838818286,6180.004916442698,Prophet
2025-07-31,Ramtek,Tomato,3602.113414391831,1022.4240314232381,6187.123875904063,Prophet
2025-07-02,Ramtek,Onion,1680.6023809523808,1589.0408234126992,1764.8017018398264,RandomForest
2025-07-03,Ramtek,Onion,1767.7082251082259,1704.1223917748925,1847.6312905844156,RandomForest
2025-07-04,Ramtek,Onion,1843.8321428571426,1779.439583333333,1996.6965773809475,RandomForest
2025-07-05,Ramtek,Onion,1900.1285714285714,1768.8569940476157,1980.4111538461539,RandomForest
2025-07-06,Ramtek,Onion,1900.5559523809525,1788.1623374542125,1949.0957837301546,RandomForest
2025-07-07,Ramtek,Onion,1901.1250000000002,1809.4605654761915,2037.6536011904764,RandomForest
2025-07-08,Ramtek,Onion,1902.0416666666663,1793.059104437223,1985.6148740842466,RandomForest
2025-07-09,Ramtek,Onion,1883.791666666666,1760.0044642857135,1957.4709523809518,RandomForest
2025-07-10,Ramtek,Onion,1912.3869047619041,1800.4693452380945,2007.9483225108213,RandomForest
2025-07-11,Ramtek,Onion,1947.70357142857,1847.84070616883,2068.294910714285,RandomForest
2025-07-12,Ramtek,Onion,1977.1554945054938,1896.72097069597,2060.4494925213644,RandomForest
2025-07-13,Ramtek,Onion,2053.921794871794,1955.424949633699,2124.9599893162394,RandomForest
2025-07-14,Ramtek,Onion,2130.423626373626,2045.1579120879117,2199.924190947941,RandomForest
2025-07-15,Ramtek,Onion,2184.0714285714294,2105.095178571429,2280.2785759379517,RandomForest
2025-07-16,Ramtek,Onion,2166.6011904761904,2115.5417857142866,2250.3080753968225,RandomForest
2025-07-17,Ramtek,Onion,2129.903571428573,2043.52455357143,2200.133745490628,RandomForest
2025-07-18,Ramtek,Onion,2108.741666666668,2026.1017559523825,2217.1551527639053,RandomForest
2025-07-19,Ramtek,Onion,2100.7642857142855,2034.801272893772,2215.694203296703,RandomForest
2025-07-20,Ramtek,Onion,2110.820879120877,1999.6736679292906,2184.8667124542108,RandomForest
2025-07-21,Ramtek,Onion,2125.2042124542113,2017.028551587304,2205.0134981684964,RandomForest
2025-07-22,Ramtek,Onion,2138.480952380953,2072.2001488095198,2252.854315476191,RandomForest
2025-07-23,Ramtek,Onion,2154.7654761904782,2002.8654761904759,2269.06904761905,RandomForest
2025-07-24,Ramtek,Onion,2156.2821428571456,2049.914874847378,2239.4663095238093,RandomForest
2025-07-25,Ramtek,Onion,2138.4906593406613,2044.535451007328,2283.7104597485863,RandomForest
2025-07-26,Ramtek,Onion,2128.04880952381,1974.1059523809536,2200.8101175213683,RandomForest
2025-07-27,Ramtek,Onion,2124.4321428571434,2019.3437202380956,2189.4321428571434,RandomForest
2025-07-28,Ramtek,Onion,2130.156135531136,2043.592593864469,2230.2970581501836,RandomForest
2025-07-29,Ramtek,Onion,2148.9608974359003,2062.671165293043,2271.8239331501813,RandomForest
2025-07-30,Ramtek,Onion,2156.5216117216146,2051.4741117216145,2226.5531593406618,RandomForest
2025-07-31,Ramtek,Onion,2142.425183150185,2025.2141712454231,2244.2385579698093,RandomForest
2025-07-02,Ramtek,Cabbage,892.2960456470275,278.69475967145104,1505.897331622604,AutoARIMA
2025-07-03,Ramtek,Cabbage,887.3791787566885,123.57661287263556,1651.1817446407413,AutoARIMA
2025-07-04,Ramtek,Cabbage,885.5222684366382,81.3826558234233,1689.661881049853,AutoARIMA
2025-07-05,Ramtek,Cabbage,884.2821085438925,51.21964788364596,1717.3445692041391,AutoARIMA
2025-07-06,Ramtek,Cabbage,883.2424267974053,23.672853131311058,1742.8120004634995,AutoARIMA
2025-07-07,Ramtek,Cabbage,882.5747618194907,2.1008019391096013,1763.0487216998717,AutoARIMA
2025-07-08,Ramtek,Cabbage,882.1810537753935,0.0,1779.7573405623525,AutoARIMA
2025-07-09,Ramtek,Cabbage,881.9230362143767,0.0,1794.8672744365992,AutoARIMA
2025-07-10,Ramtek,Cabbage,881.7482030232832,0.0,1809.0063582573648,AutoARIMA
2025-07-11,Ramtek,Cabbage,881.6349288488291,0.0,1822.397658466829,AutoARIMA
2025-07-12,Ramtek,Cabbage,881.5624807491484,0.0,1835.2548520792575,AutoARIMA
2025-07-13,Ramtek,Cabbage,881.515274811429,0.0,1847.7360525535996,AutoARIMA
2025-07-14,Ramtek,Cabbage,881.4843631313055,0.0,1859.9293027106469,AutoARIMA
2025-07-15,Ramtek,Cabbage,881.464277891338,0.0,1871.8879824331893,AutoARIMA
2025-07-16,Ramtek,Cabbage,881.4512520739871,0.0,1883.6497476289765,AutoARIMA
2025-07-17,Ramtek,Cabbage,881.4427771468002,0.0,1895.2407405831232,AutoARIMA
2025-07-18,Ramtek,Cabbage,881.4372591574671,0.0,1906.6787280806302,AutoARIMA
2025-07-19,Ramtek,Cabbage,881.4336712438662,0.0,1917.9763440255076,AutoARIMA
2025-07-20,Ramtek,Cabbage,881.4313389426478,0.0,1929.1430453775106,AutoARIMA
2025-07-21,Ramtek,Cabbage,881.4298219973952,0.0,1940.1861461562808,AutoARIMA
2025-07-22,Ramtek,Cabbage,881.4288352649199,0.0,1951.1115006124196,AutoARIMA
2025-07-23,Ramtek,Cabbage,881.4281935705926,0.0,1961.9239797142661,AutoARIMA
2025-07-24,Ramtek,Cabbage,881.4277762780429,0.0,1972.6277758170368,AutoARIMA
2025-07-25,Ramtek,Cabbage,881.4275048874107,0.0,1983.226595028802,AutoARIMA
2025-07-26,Ramtek,Cabbage,881.4273283832176,0.0,1993.7237843284934,AutoARIMA
2025-07-27,Ramtek,Cabbage,881.4272135948501,0.0,2004.1224169953207,AutoARIMA
2025-07-28,Ramtek,Cabbage,881.4271389433388,0.0,2014.4253499445554,AutoARIMA
2025-07-29,Ramtek,Cabbage,881.4270903936443,0.0,2024.635262811389,AutoARIMA
2025-07-30,Ramtek,Cabbage,881.4270588192418,0.0,2034.7546853427425,AutoARIMA
2025-07-31,Ramtek,Cabbage,881.4270382848987,0.0,2044.7860171224102,AutoARIMA
2025-07-02,Pune(Moshi),Tomato,1311.1099769158095,352.91541275259715,2269.304541079022,AutoARIMA
2025-07-03,Pune(Moshi),Tomato,1303.8129772361544,238.98283395865678,2368.6431205136523,AutoARIMA
2025-07-04,Pune(Moshi),Tomato,1294.2455933660867,170.28949381740472,2418.2016929147685,AutoARIMA
2025-07-05,Pune(Moshi),Tomato,1296.6344733230217,83.47876328290795,2509.7901833631354,AutoARIMA
2025-07-06,Pune(Moshi),Tomato,1297.9835068666994,0.0,2596.4563403240845,AutoARIMA
2025-07-07,Pune(Moshi),Tomato,1297.4143575388737,0.0,2670.222160568451,AutoARIMA
2025-07-08,Pune(Moshi),Tomato,1297.2518787325616,0.0,2740.875708299757,AutoARIMA
2025-07-09,Pune(Moshi),Tomato,1297.3685010606548,0.0,2809.334248670651,AutoARIMA
2025-07-10,Pune(Moshi),Tomato,1297.382329812062,0.0,2874.5873153472103,AutoARIMA
2025-07-11,Pune(Moshi),Tomato,1297.360757326846,0.0,2937.09552875155,AutoARIMA
2025-07-12,Pune(Moshi),Tomato,1297.3609710433188,0.0,2997.3632683094615,AutoARIMA
2025-07-13,Pune(Moshi),Tomato,1297.3646304989015,0.0,3055.584127393917,AutoARIMA
2025-07-14,Pune(Moshi),Tomato,1297.3641570251718,0.0,3111.926567806429,AutoARIMA
2025-07-15,Pune(Moshi),Tomato,1297.363588459631,0.0,3166.569923633198,AutoARIMA
2025-07-16,Pune(Moshi),Tomato,1297.3637372286862,0.0,3219.6626640970717,AutoARIMA
2025-07-17,Pune(Moshi),Tomato,1297.3638165859122,0.0,3271.3279228873034,AutoARIMA
2025-07-18,Pune(Moshi),Tomato,1297.3637816975759,0.0,3321.674649328616,AutoARIMA
2025-07-19,Pune(Moshi),Tomato,1297.3637723078452,0.0,3370.799266086221,AutoARIMA
2025-07-20,Pune(Moshi),Tomato,1297.3637793886169,0.0,3418.7866879186995,AutoARIMA
2025-07-21,Pune(Moshi),Tomato,1297.363780147056,0.0,3465.7123540726525,AutoARIMA
2025-07-22,Pune(Moshi),Tomato,1297.3637788469673,0.0,3511.6437739554226,AutoARIMA
2025-07-23,Pune(Moshi),Tomato,1297.3637788726526,0.0,3556.641597785694,AutoARIMA
2025-07-24,Pune(Moshi),Tomato,1297.3637790916646,0.0,3600.760538719904,AutoARIMA
2025-07-25,Pune(Moshi),Tomato,1297.3637790611253,0.0,3644.050166256853,AutoARIMA
2025-07-26,Pune(Moshi),Tomato,1297.3637790273608,0.0,3686.5555601802744,AutoARIMA
2025-07-27,Pune(Moshi),Tomato,1297.3637790366092,0.0,3728.3178581433517,AutoARIMA
2025-07-28,Pune(Moshi),Tomato,1297.3637790412724,0.0,3769.3747220463574,AutoARIMA
2025-07-29,Pune(Moshi),Tomato,1297.3637790391358,0.0,3809.760736108626,AutoARIMA
2025-07-30,Pune(Moshi),Tomato,1297.3637790385944,0.0,3849.5077478325693,AutoARIMA
2025-07-31,Pune(Moshi),Tomato,1297.3637790390242,0.0,3888.6451618726114,AutoARIMA
2025-07-02,Pune(Pimpri),Cabbage,1267.984831029186,1113.1370487711213,1399.7687596006144,RandomForest
2025-07-03,Pune(Pimpri),Cabbage,1306.1975806451612,1152.204133064516,1488.25025921659,RandomForest
2025-07-04,Pune(Pimpri),Cabbage,1297.7352150537633,1136.6660483870967,1486.7886376728113,RandomForest
2025-07-05,Pune(Pimpri),Cabbage,1309.668010752688,1164.156329205069,1427.8251764112902,RandomForest
2025-07-06,Pune(Pimpri),Cabbage,1323.8185483870966,1167.3466733870966,1431.6935483870966,RandomForest
2025-07-07,Pune(Pimpri),Cabbage,1246.3776881720432,1071.3895631720434,1357.0885512672814,RandomForest
2025-07-08,Pune(Pimpri),Cabbage,1289.22465437788,1092.1367972350226,1421.2674147945468,RandomForest
2025-07-09,Pune(Pimpri),Cabbage,1273.9391321044548,1116.9453821044547,1412.929042818741,RandomForest
2025-07-10,Pune(Pimpri),Cabbage,1291.9462365591398,1131.5306115591397,1442.8889151305682,RandomForest
2025-07-11,Pune(Pimpri),Cabbage,1249.495583717358,1086.0046908602153,1400.022726574501,RandomForest
2025-07-12,Pune(Pimpri),Cabbage,1231.5483870967741,1073.8726058467741,1360.2854406682027,RandomForest
2025-07-13,Pune(Pimpri),Cabbage,1265.4061059907833,1112.6452620967736,1459.940480990783,RandomForest
2025-07-14,Pune(Pimpri),Cabbage,1268.0147849462364,1129.9732670890935,1379.477731374808,RandomForest
2025-07-15,Pune(Pimpri),Cabbage,1263.1666666666665,1091.73630952381,1420.3831845238094,RandomForest
2025-07-16,Pune(Pimpri),Cabbage,1270.6148233486942,1098.7210845094085,1441.7231566820278,RandomForest
2025-07-17,Pune(Pimpri),Cabbage,1262.8961213517666,1072.0086213517666,1400.9090677803383,RandomForest
2025-07-18,Pune(Pimpri),Cabbage,1273.444316436252,1150.3085637480797,1436.5794834869428,RandomForest
2025-07-19,Pune(Pimpri),Cabbage,1262.5130568356376,1117.5752544162829,1539.9297235023046,RandomForest
2025-07-20,Pune(Pimpri),Cabbage,1274.4888632872503,1100.6602918586789,1415.0058275729646,RandomForest
2025-07-21,Pune(Pimpri),Cabbage,1278.285906298003,1141.304209869432,1460.4925469230034,RandomForest
2025-07-22,Pune(Pimpri),Cabbage,1282.5019201228877,1122.6150451228878,1436.1044498847925,RandomForest
2025-07-23,Pune(Pimpri),Cabbage,1287.4951996927803,1080.2392473118273,1392.2981758832564,RandomForest
2025-07-24,Pune(Pimpri),Cabbage,1274.617895545315,1145.7868836405528,1415.964770545315,RandomForest
2025-07-25,Pune(Pimpri),Cabbage,1281.6958525345622,1128.6565716205837,1423.5549731182798,RandomForest
2025-07-26,Pune(Pimpri),Cabbage,1271.5368663594468,1134.5551699308758,1376.9305977582567,RandomForest
2025-07-27,Pune(Pimpri),Cabbage,1269.742895545315,1061.4902169738857,1445.054056259601,RandomForest
2025-07-28,Pune(Pimpri),Cabbage,1256.8890168970813,1103.4745079685097,1412.5385704685102,RandomForest
2025-07-29,Pune(Pimpri),Cabbage,1267.180683563748,1142.2515168970813,1419.6796418970819,RandomForest
2025-07-30,Pune(Pimpri),Cabbage,1262.805683563748,1055.2207133256522,1401.0974395161293,RandomForest
2025-07-31,Pune(Pimpri),Cabbage,1259.8379416282642,1128.8539698540706,1397.9349654377884,RandomForest
2025-07-02,Vashi New Mumbai,Potato,1389.978538875,1256.3772363007981,1523.5798414492017,AutoARIMA
2025-07-03,Vashi New Mumbai,Potato,1388.0483707992662,1211.1089737418579,1564.9877678566745,AutoARIMA
2025-07-04,Vashi New Mumbai,Potato,1386.42072859732,1177.6403926599712,1595.2010645346688,AutoARIMA
2025-07-05,Vashi New Mumbai,Potato,1385.3278605805683,1150.7942658365585,1619.8614553245782,AutoARIMA
2025-07-06,Vashi New Mumbai,Potato,1384.579838492275,1127.956517364354,1641.203159620196,AutoARIMA
2025-07-07,Vashi New Mumbai,Potato,1384.068757498304,1107.7982629789972,1660.3392520176108,AutoARIMA
